# How long each spec file takes in CI — the weight table behind
# tools/e2e-partition.sh's balanced split (GDK-1702, GDK-1914).
#
# Provenance: run 35018982118 (CI on main at 3afa35ec, 2026-09-15, green),
# the three Playwright shard logs parsed per test and summed per file —
# 545 tests, 122 files, 765.2 s. Regenerate with
# `tools/e2e-partition.sh --measure <run-id>`, which does exactly that and
# prints the table on stdout; it is the whole refresh, not a starting point.
#
# 2026-09-15 (GDK-1914) replaced the previous table wholesale rather than
# patching it. That one descended from run 34313848348 with five rows
# hand-adjusted for cases that had moved out, and twelve more recorded at
# the deal's median because they postdated the census — so a third of the
# table was derivation rather than measurement, and five specs still had no
# row at all. One of those five was terminal-fold, which this cycle had just
# made lighter (GDK-1924) while the deal was giving it the median. Nothing
# here is adjusted: every row is that run's own seconds.
#
# retro-w2-shots is 0.0 on purpose — it is capture-only and every test in it
# is gated on W2_SHOT_DIR, so it costs a CI shard nothing. That is a measured
# zero, not an absent row: absent means the median (see below).
#
# A spec file absent from this table is dealt the table's median weight —
# a new spec starts average-heavy until the next census refresh, it is
# never silently free. A row naming a file that no longer exists fails
# `tools/e2e-partition.sh --check`. Weights are seconds of test time; the
# ~2 min of fixed per-shard cost (build, serve, browsers) is the same on
# every shard and therefore not modelled here.
e2e/board-drag.spec.ts	7.2
e2e/board-sprint-scope.spec.ts	3.3
e2e/board.spec.ts	7.2
e2e/boot.spec.ts	1.1
e2e/bots.spec.ts	3.1
e2e/breakdown-esc.spec.ts	1.2
e2e/browse-pane.spec.ts	10.4
e2e/built-in-attachments.spec.ts	4.1
e2e/built-in.spec.ts	14.7
e2e/bulk-edit.spec.ts	4.7
e2e/cache-upgrade.spec.ts	2.2
e2e/column-views.spec.ts	6.0
e2e/comment-reply-keyboard.spec.ts	1.7
e2e/comment-visibility.spec.ts	14.1
e2e/create-fields.spec.ts	5.2
e2e/cross-links.spec.ts	8.2
e2e/dashboard-frame-bg.spec.ts	1.0
e2e/dashboard-legend-overflow.spec.ts	2.8
e2e/dashboards.spec.ts	17.9
e2e/dates.spec.ts	3.1
e2e/deeplink-query.spec.ts	0.6
e2e/demo-console.spec.ts	2.1
e2e/desktop-chrome.spec.ts	2.2
e2e/desktop-drag.spec.ts	1.8
e2e/detail-coaching.spec.ts	11.2
e2e/detail.spec.ts	11.7
e2e/dialog-shell.spec.ts	2.7
e2e/docs-deeplink.spec.ts	9.8
e2e/docs-ux.spec.ts	22.9
e2e/docs.spec.ts	16.1
e2e/duedate.spec.ts	7.3
e2e/edit-fields.spec.ts	7.2
e2e/enrichment.spec.ts	0.9
e2e/epics.spec.ts	7.5
e2e/esc-negotiate.spec.ts	12.1
e2e/feed-days.spec.ts	0.8
e2e/feed-error.spec.ts	0.6
e2e/filter-chips.spec.ts	3.0
e2e/first-sync-band.spec.ts	6.8
e2e/freshness.spec.ts	6.5
e2e/history-nav.spec.ts	3.8
e2e/history.spec.ts	10.0
e2e/identity-web.spec.ts	2.2
e2e/ime-composition.spec.ts	1.0
e2e/integrations.spec.ts	17.4
e2e/issue-command.spec.ts	26.1
e2e/jira-credentials.spec.ts	3.5
e2e/jql.spec.ts	3.6
e2e/keys-focus.spec.ts	9.0
e2e/keys-order.spec.ts	1.4
e2e/label-chip-floor.spec.ts	9.3
e2e/last-view.spec.ts	0.4
e2e/layout-resize.spec.ts	13.6
e2e/linear.spec.ts	2.8
e2e/linked-issues.spec.ts	7.9
e2e/list-column-header.spec.ts	4.1
e2e/list-empty-state.spec.ts	3.0
e2e/list-menus-esc.spec.ts	1.9
e2e/list-row-columns.spec.ts	1.8
e2e/list-row-overflow.spec.ts	10.5
e2e/list-title-floor.spec.ts	2.5
e2e/list-title-growth.spec.ts	1.5
e2e/locale-goto.spec.ts	0.7
e2e/locale.spec.ts	3.5
e2e/menu-loading.spec.ts	7.6
e2e/mirror-instant.spec.ts	18.0
e2e/motion.spec.ts	3.9
e2e/my-work.spec.ts	4.2
e2e/narrow-clip.spec.ts	9.7
e2e/narrow-viewport.spec.ts	19.1
e2e/nav-issue-list.spec.ts	5.5
e2e/offline-banner.spec.ts	3.8
e2e/omnibox.spec.ts	6.6
e2e/onboarding-built-in.spec.ts	0.8
e2e/onboarding-no-tracker.spec.ts	2.3
e2e/onboarding.spec.ts	6.4
e2e/palette-create.spec.ts	3.3
e2e/palette-exact-key.spec.ts	4.0
e2e/palette.spec.ts	20.6
e2e/person.spec.ts	6.7
e2e/picker-esc.spec.ts	3.4
e2e/polish.spec.ts	2.1
e2e/pr-links.spec.ts	1.8
e2e/prose-readability.spec.ts	2.3
e2e/resume-card.spec.ts	2.8
e2e/retro-materials.spec.ts	4.1
e2e/retro-w2-shots.spec.ts	0.0
e2e/retro.spec.ts	8.2
e2e/row-narrow.spec.ts	1.0
e2e/scroll-region.spec.ts	1.5
e2e/search-entry.spec.ts	4.4
e2e/search-placeholder.spec.ts	2.5
e2e/search.spec.ts	6.6
e2e/session-entry.spec.ts	10.1
e2e/session-strip.spec.ts	5.5
e2e/settings.spec.ts	10.2
e2e/sidebar-active.spec.ts	1.7
e2e/sidebar-sections.spec.ts	12.2
e2e/sprint-strip.spec.ts	3.4
e2e/stale-threshold.spec.ts	1.3
e2e/team-flow.spec.ts	1.6
e2e/team-groups.spec.ts	1.5
e2e/terminal-burst.spec.ts	3.0
e2e/terminal-dock-detail.spec.ts	5.6
e2e/terminal-fold.spec.ts	4.5
e2e/terminal-link-focus.spec.ts	4.4
e2e/terminal-modes.spec.ts	3.7
e2e/terminal-settings.spec.ts	4.6
e2e/terminal-strip.spec.ts	32.4
e2e/terminal-theme.spec.ts	6.2
e2e/terminal.spec.ts	19.0
e2e/theme.spec.ts	12.9
e2e/toast-kind.spec.ts	2.2
e2e/triage.spec.ts	16.3
e2e/url-state.spec.ts	7.4
e2e/usearch.spec.ts	5.5
e2e/user-tokens.spec.ts	7.3
e2e/ux-p1.spec.ts	2.8
e2e/view-cross-device.spec.ts	4.1
e2e/view-delete.spec.ts	2.4
e2e/visited-rows.spec.ts	1.6
e2e/workspaces-manage.spec.ts	3.4
e2e/write-through.spec.ts	10.7
